TIMESTAMP	BYTES	TYPE	IP_SRC	URL	CATEGORIES	USER	USER_AGENT	REFERRER	METHOD	ACTION	RESULT_CODE	DOMAIN
continuous	continuous	discrete	string	string	string	string	string	string	string	string	string	string
		class	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta
1464386416.0	400.0	ATTACK	192.168.0.40	http://www.supplytrend.co.uk/eH/	Technology/Internet	user_1168	Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0; malware) like Gecko	-	GET	OBSERVED	200	
1464386439.0	400.0	ATTACK	192.168.0.40	http://www.supplytrend.co.uk/eH/	Technology/Internet	user_1168	Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0; malware) like Gecko	-	GET	OBSERVED	200	
1464386469.0	400.0	ATTACK	192.168.0.40	http://www.supplytrend.co.uk/eH/	Technology/Internet	user_1168	Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0; malware) like Gecko	-	GET	OBSERVED	200	
1464386501.0	400.0	ATTACK	192.168.0.40	http://www.supplytrend.co.uk/eH/	Technology/Internet	user_1168	Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0; malware) like Gecko	-	GET	OBSERVED	200	
1464386537.0	400.0	ATTACK	192.168.0.40	http://www.supplytrend.co.uk/eH/	Technology/Internet	user_1168	Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0; malware) like Gecko	-	GET	OBSERVED	200	
1464386569.0	400.0	ATTACK	192.168.0.40	http://www.supplytrend.co.uk/eH/	Technology/Internet	user_1168	Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0; malware) like Gecko	-	GET	OBSERVED	200	
1464386597.0	400.0	ATTACK	192.168.0.40	http://www.supplytrend.co.uk/eH/	Technology/Internet	user_1168	Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0; malware) like Gecko	-	GET	OBSERVED	200	
1464386628.0	400.0	ATTACK	192.168.0.40	http://www.supplytrend.co.uk/eH/	Technology/Internet	user_1168	Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0; malware) like Gecko	-	GET	OBSERVED	200	
1464386653.0	400.0	ATTACK	192.168.0.40	http://www.supplytrend.co.uk/eH/	Technology/Internet	user_1168	Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0; malware) like Gecko	-	GET	OBSERVED	200	
